forecast_date,target,target_end_date,location,type,quantile,value
2021-10-31,2 wk ahead inc case,2021-11-13,20091,quantile,0.975,1537.3543131128274
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.025,6.242192934984417
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.100,12.140172884250996
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.250,16.15687679833239
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.500,22.00049419896728
2021-10-31,2 wk ahead inc case,2021-11-13,20093,point,NA,22.00049419896728
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.750,27.580384691597324
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.900,36.89899034769358
2021-10-31,2 wk ahead inc case,2021-11-13,20093,quantile,0.975,44.45218697801927
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.025,11.376755542371107
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.100,20.711731148600087
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.250,26.90084838724772
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.500,36.23008559194576
2021-10-31,2 wk ahead inc case,2021-11-13,20095,point,NA,36.23008559194576
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.750,46.04436195880277
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.900,61.470391302080905
2021-10-31,2 wk ahead inc case,2021-11-13,20095,quantile,0.975,75.40374125045456
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.025,2.616188665935607
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.100,5.410748629857309
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.250,7.436541280094729
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.500,10.480059427645646
2021-10-31,2 wk ahead inc case,2021-11-13,20097,point,NA,10.480059427645646
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.750,13.90803381876103
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.900,19.372930975168167
2021-10-31,2 wk ahead inc case,2021-11-13,20097,quantile,0.975,24.75778386867565
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.025,1.5015272346913704
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.100,6.537831873146303
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.250,12.799210856109289
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.500,24.15619283357324
2021-10-31,2 wk ahead inc case,2021-11-13,20099,point,NA,24.15619283357324
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.750,39.140265791035766
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.900,62.3987634576278
2021-10-31,2 wk ahead inc case,2021-11-13,20099,quantile,0.975,101.992203402184
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.025,0.425527178923393
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.100,1.0920962137748649
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.250,1.7862942871035543
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.500,2.8301930148032954
2021-10-31,2 wk ahead inc case,2021-11-13,20101,point,NA,2.8301930148032954
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.750,4.222621357559206
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.900,6.640302505228553
2021-10-31,2 wk ahead inc case,2021-11-13,20101,quantile,0.975,10.417733206317328
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.025,33.374431045897715
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.100,54.277890346788304
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.250,71.73799116543697
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.500,94.238410180039
2021-10-31,2 wk ahead inc case,2021-11-13,20103,point,NA,94.238410180039
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.750,115.11372492459144
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.900,154.76685122120125
2021-10-31,2 wk ahead inc case,2021-11-13,20103,quantile,0.975,219.35777091489103
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.025,2.1064032869102927
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.100,5.517935164276155
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.250,8.51003510619351
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.500,13.354279771188544
2021-10-31,2 wk ahead inc case,2021-11-13,20105,point,NA,13.354279771188544
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.750,18.899171512071383
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.900,27.085386328698004
2021-10-31,2 wk ahead inc case,2021-11-13,20105,quantile,0.975,36.68546721765594
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.025,2.9565045632210745
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.100,5.46894200133767
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.250,7.708773603557011
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.500,11.293814297601044
2021-10-31,2 wk ahead inc case,2021-11-13,20107,point,NA,11.293814297601044
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.750,15.361161542039586
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.900,22.37563859156321
2021-10-31,2 wk ahead inc case,2021-11-13,20107,quantile,0.975,32.15674533250964
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.025,2.195071372040171
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.100,4.916845066995684
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.250,7.1435190551655525
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.500,10.6280022513201
2021-10-31,2 wk ahead inc case,2021-11-13,20109,point,NA,10.6280022513201
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.750,14.737218442691624
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.900,21.037028716764244
2021-10-31,2 wk ahead inc case,2021-11-13,20109,quantile,0.975,28.156865906238007
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.025,17.54727827344227
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.100,27.47296412961874
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.250,35.742548370117326
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.500,46.580033362243086
2021-10-31,2 wk ahead inc case,2021-11-13,20111,point,NA,46.580033362243086
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.750,58.72559157739381
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.900,81.21501581398863
2021-10-31,2 wk ahead inc case,2021-11-13,20111,quantile,0.975,113.44390675644756
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.025,28.30203024927842
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.100,39.57146826541535
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.250,47.36023845878458
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.500,56.9732426783772
2021-10-31,2 wk ahead inc case,2021-11-13,20113,point,NA,56.9732426783772
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.750,66.66742759655898
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.900,87.09799751540145
2021-10-31,2 wk ahead inc case,2021-11-13,20113,quantile,0.975,109.2532971276873
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.025,14.979267199773489
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.100,24.00496811167662
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.250,30.6147484092233
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.500,39.76412278953298
2021-10-31,2 wk ahead inc case,2021-11-13,20115,point,NA,39.76412278953298
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.750,49.29525294701183
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.900,66.0493594152682
2021-10-31,2 wk ahead inc case,2021-11-13,20115,quantile,0.975,82.10185100452968
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.025,6.997857409877211
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.100,10.772971304020835
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.250,13.834187157271412
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.500,18.19985693246303
2021-10-31,2 wk ahead inc case,2021-11-13,20117,point,NA,18.19985693246303
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.750,22.612570933311456
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.900,30.32987644293904
2021-10-31,2 wk ahead inc case,2021-11-13,20117,quantile,0.975,39.94395104697492
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.025,3.231101873940096
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.100,7.54626849425389
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.250,11.285082062460845
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.500,17.43621274675941
2021-10-31,2 wk ahead inc case,2021-11-13,20119,point,NA,17.43621274675941
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.750,24.770423681563795
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.900,36.01858527863424
2021-10-31,2 wk ahead inc case,2021-11-13,20119,quantile,0.975,49.27899453393968
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.025,15.320172481017948
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.100,24.534940931639262
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.250,31.944571272919
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.500,41.82469693825618
2021-10-31,2 wk ahead inc case,2021-11-13,20121,point,NA,41.82469693825618
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.750,51.42221742952438
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.900,69.47314403016861
2021-10-31,2 wk ahead inc case,2021-11-13,20121,quantile,0.975,94.13288212592728
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.025,3.0970224876144625
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.100,7.041563058497914
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.250,10.93706365245039
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.500,17.563655314876385
2021-10-31,2 wk ahead inc case,2021-11-13,20123,point,NA,17.563655314876385
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.750,25.13408646057753
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.900,37.16398319069716
2021-10-31,2 wk ahead inc case,2021-11-13,20123,quantile,0.975,53.32660211890049
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.025,7.929068867192263
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.100,13.847111961668176
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.250,17.83920346386572
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.500,23.008436801987813
2021-10-31,2 wk ahead inc case,2021-11-13,20125,point,NA,23.008436801987813
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.750,28.593622287491225
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.900,38.48033372147689
2021-10-31,2 wk ahead inc case,2021-11-13,20125,quantile,0.975,55.22780187826317
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.025,1.9098762915451564
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.100,4.084770112962826
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.250,6.191906972633365
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.500,9.40392937836523
2021-10-31,2 wk ahead inc case,2021-11-13,20127,point,NA,9.40392937836523
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.750,13.35114051674996
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.900,20.099655828189057
2021-10-31,2 wk ahead inc case,2021-11-13,20127,quantile,0.975,30.375947031474627
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.025,7.0573914716009964
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.100,11.94250864035218
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.250,14.960834967845685
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.500,19.953184032924085
2021-10-31,2 wk ahead inc case,2021-11-13,20129,point,NA,19.953184032924085
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.750,24.93076913889745
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.900,32.37423327025768
2021-10-31,2 wk ahead inc case,2021-11-13,20129,quantile,0.975,37.9634000314099
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.025,4.85749637668757
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.100,10.546365095145903
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.250,16.563274735021952
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.500,26.01641658264393
2021-10-31,2 wk ahead inc case,2021-11-13,20131,point,NA,26.01641658264393
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.750,37.27392830835092
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.900,56.158328009757874
2021-10-31,2 wk ahead inc case,2021-11-13,20131,quantile,0.975,79.74978950436171
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.025,12.953393701657976
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.100,24.029573688754084
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.250,34.182068525722016
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.500,49.55070539943176
2021-10-31,2 wk ahead inc case,2021-11-13,20133,point,NA,49.55070539943176
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.750,64.97794744599818
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.900,90.27313549638866
2021-10-31,2 wk ahead inc case,2021-11-13,20133,quantile,0.975,112.70329383338203
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.025,0.095571737237269
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.100,0.6652765012261547
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.250,1.4386206910229118
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.500,2.736427441926017
2021-10-31,2 wk ahead inc case,2021-11-13,20135,point,NA,2.736427441926017
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.750,4.636542287537148
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.900,7.930554103226571
2021-10-31,2 wk ahead inc case,2021-11-13,20135,quantile,0.975,14.532106259677114
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.025,3.3959826161523248
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.100,9.651769043300394
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.250,17.110438238593357
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.500,29.20144295006288
2021-10-31,2 wk ahead inc case,2021-11-13,20137,point,NA,29.20144295006288
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.750,43.10345358549586
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.900,64.8083260460326
2021-10-31,2 wk ahead inc case,2021-11-13,20137,quantile,0.975,87.9109039143103
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.025,4.0139575394376985
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.100,8.292197371647768
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.250,12.03981902128868
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.500,16.911500196000844
2021-10-31,2 wk ahead inc case,2021-11-13,20139,point,NA,16.911500196000844
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.750,21.86067929754814
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.900,30.713972477921807
2021-10-31,2 wk ahead inc case,2021-11-13,20139,quantile,0.975,45.19584879413724
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.025,1.52753431740431
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.100,3.644685957479684
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.250,5.723144416961133
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.500,9.46640823296548
2021-10-31,2 wk ahead inc case,2021-11-13,20141,point,NA,9.46640823296548
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.750,14.354772514488705
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.900,21.984030059967846
2021-10-31,2 wk ahead inc case,2021-11-13,20141,quantile,0.975,31.82225552550025
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.025,1.164038448365449
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.100,3.892430999904857
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.250,7.403964613165231
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.500,14.060245690757244
2021-10-31,2 wk ahead inc case,2021-11-13,20143,point,NA,14.060245690757244
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.750,23.147800686586443
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.900,37.93224922512312
2021-10-31,2 wk ahead inc case,2021-11-13,20143,quantile,0.975,57.4287903771794
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.025,7.544278042109975
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.100,13.39501716769662
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.250,17.59174220644783
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.500,24.247954795195312
2021-10-31,2 wk ahead inc case,2021-11-13,20145,point,NA,24.247954795195312
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.750,31.70257564213729
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.900,43.40587263500135
2021-10-31,2 wk ahead inc case,2021-11-13,20145,quantile,0.975,55.05612971254772
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.025,10.957794238177682
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.100,18.940347103202832
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.250,24.02502426041445
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.500,32.0336870470046
2021-10-31,2 wk ahead inc case,2021-11-13,20147,point,NA,32.0336870470046
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.750,40.0866222334562
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.900,52.38126608956551
2021-10-31,2 wk ahead inc case,2021-11-13,20147,quantile,0.975,62.00919201797033
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.025,9.254126817189013
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.100,17.311261261723402
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.250,24.86855370859653
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.500,36.677595467450544
2021-10-31,2 wk ahead inc case,2021-11-13,20149,point,NA,36.677595467450544
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.750,49.88616597906278
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.900,71.60548169777718
2021-10-31,2 wk ahead inc case,2021-11-13,20149,quantile,0.975,102.94192110646532
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.025,4.34329893263855
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.100,8.430640916253626
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.250,12.272951300804731
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.500,18.07466264156522
2021-10-31,2 wk ahead inc case,2021-11-13,20151,point,NA,18.07466264156522
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.750,24.27639923830392
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.900,34.74530359538942
2021-10-31,2 wk ahead inc case,2021-11-13,20151,quantile,0.975,48.27449392884828
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.025,2.129284056443825
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.100,4.476321780392634
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.250,6.244723572568504
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.500,9.231545005824236
2021-10-31,2 wk ahead inc case,2021-11-13,20153,point,NA,9.231545005824236
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.750,12.88155240604919
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.900,18.36327871691239
2021-10-31,2 wk ahead inc case,2021-11-13,20153,quantile,0.975,24.52729154272383
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.025,41.82649178421548
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.100,67.26506521760582
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.250,86.03768227249434
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.500,109.37388918166504
2021-10-31,2 wk ahead inc case,2021-11-13,20155,point,NA,109.37388918166504
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.750,133.22923136857662
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.900,179.24446260565426
2021-10-31,2 wk ahead inc case,2021-11-13,20155,quantile,0.975,235.2630311215743
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.025,0
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.100,0.7341572274204153
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.250,2.02275357154464
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.500,4.782978357370535
2021-10-31,2 wk ahead inc case,2021-11-13,20157,point,NA,4.782978357370535
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.750,9.136630063915485
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.900,16.341695871593178
2021-10-31,2 wk ahead inc case,2021-11-13,20157,quantile,0.975,31.105965684777125
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.025,3.749064561773375
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.100,7.313623930342011
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.250,10.805422754661707
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.500,15.994850577367927
2021-10-31,2 wk ahead inc case,2021-11-13,20159,point,NA,15.994850577367927
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.750,21.720616665996328
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.900,31.62209394999436
2021-10-31,2 wk ahead inc case,2021-11-13,20159,quantile,0.975,45.957799881825046
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.025,1.1231538652743185
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.100,13.439411328705146
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.250,30.000538372081763
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.500,63.60366954803912
2021-10-31,2 wk ahead inc case,2021-11-13,20161,point,NA,63.60366954803912
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.750,115.19972046845884
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.900,199.25725569908408
2021-10-31,2 wk ahead inc case,2021-11-13,20161,quantile,0.975,351.4338634791638
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.025,1.4906374631578796
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.100,3.898101235270867
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.250,6.45936185650591
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.500,10.791589289014018
2021-10-31,2 wk ahead inc case,2021-11-13,20163,point,NA,10.791589289014018
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.750,16.262436254254812
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.900,25.166012967099288
2021-10-31,2 wk ahead inc case,2021-11-13,20163,quantile,0.975,37.72543207099748
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.025,1.049678528650419
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.100,2.573242564665152
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.250,4.05747020463722
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.500,6.330258457806598
2021-10-31,2 wk ahead inc case,2021-11-13,20165,point,NA,6.330258457806598
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.750,9.123038746698152
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.900,13.882567886085882
2021-10-31,2 wk ahead inc case,2021-11-13,20165,quantile,0.975,20.790844159751344
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.025,12.584531749858938
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.100,21.096534456862543
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.250,26.919670450098085
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.500,35.559272042879414
2021-10-31,2 wk ahead inc case,2021-11-13,20167,point,NA,35.559272042879414
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.750,44.41147123446966
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.900,59.01495828315712
2021-10-31,2 wk ahead inc case,2021-11-13,20167,quantile,0.975,71.82495823787285
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.025,58.301268154654224
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.100,94.98719120706754
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.250,125.41037531690064
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.500,166.46616425673545
2021-10-31,2 wk ahead inc case,2021-11-13,20169,point,NA,166.46616425673545
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.750,211.17078609832268
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.900,291.4800599521662
2021-10-31,2 wk ahead inc case,2021-11-13,20169,quantile,0.975,379.8842546005232
2021-10-31,2 wk ahead inc case,2021-11-13,20171,quantile,0.025,4.506441940803797
2021-10-31,2 wk ahead inc case,2021-11-13,20171,quantile,0.100,10.402117295011925
2021-10-31,2 wk ahead inc case,2021-11-13,20171,quantile,0.250,15.92867950300276
2021-10-31,2 wk ahead inc case,2021-11-13,20171,quantile,0.500,24.407851995157472
2021-10-31,2 wk ahead inc case,2021-11-13,20171,point,NA,24.407851995157472
2021-10-31,2 wk ahead inc case,2021-11-13,20171,quantile,0.750,33.30870718767911
2021-10-31,2 wk ahead inc case,2021-11-13,20171,quantile,0.900,47.01751770807023
